name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Unknown,2 הר סיני,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Magazzino,"21 מנחם בגין, תל אביב-יפו",+97237570535,,https://www.magazzino.co.il,Su-Sa 12:00-00:00,italian;cake;dessert,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Bezzo Pizza,22 הירקון,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,22 עולי ציון,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,23 הארבעה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Tenat,27 צ'לנוב,,,,Su-Th 12:00-23:00; Fr 11:00-16:00,ethiopian,,,,no,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Garger HaZahav,30 levinsky 30,+97236777456,,,Su 00:00-24:00; Mo-Th 10:00-20:00; Fr 09:00-15:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
יבנה מונטיפיורי,33 מונטיפיורי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
BANA,36 נחמני,+972 3-619-2192,,https://banatlv.co.il/,Mo-Su 11:00-23:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,"4 ברקוביץ, תל אביב-יפו",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
רוסטיקו,42 בזל,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,47 לוינסקי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kaymak,49 לוינסקי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מנטנטן,"57 נחלת בנימין, תל אביב-יפו",+97236725318,,https://www.mentententlv.com,"Sa-Tu 12:00-01:00; We, Fr 12:00-02:00; Th 12:00-03:00",japanese;ramen;sushi,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,6 עולי ציון,,,,,greek,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מקום של בשר,"64 שבזי, 65144",+961 3 5104020,,http://www.makomshelbasar.rest-e.co.il,Mo-Sa 12:00-00:00,steak_house;local,,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Munnar,68 נחלת בנימין,,,,"Su-Mo, We, Fr 11:00-16:00; Tu, Th, Sa 11:00-16:00, 19:00-22:30",indian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ג'אסיה,"7 לואי פסטר, Tel Aviv, 6803608",+972 3-932-3222,,https://www.tripadvisor.com/Restaurant_Review-g297749-d7911702-Reviews-Jasia_Asian_Restaurant_Sushi_Bar-Jaffa_Tel_Aviv_Tel_Aviv_District.html,Mo-Sa 12:00-00:00; Su 12:00-24:00,asian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kanu Spring Rolls,77 הרצל,,,,Su-Th 12:00-00:00; Fr 11:00-17:00; Sa 16:45-00:00,asian,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
משק ברזילי,"8 אחד העם, תל אביב-יפו",+972 3 516 6329,,https://www.meshekbarzilay.co.il/%d7%94%d7%9e%d7%a1%d7%a2%d7%93%d7%94/,We-Th 18:00-23:00; Fr-Sa 12:00-23:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
חיים נלו גריל האוס,11 אילת,+972579444068,,http://www.rest.co.il/sites/Default.asp?txtRestID=9388,Mo-Sa 12:00-24:00; Su off,grill,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סתווים - Stivim Restaurant - Coin Commerce,"3 אחוזת בית, תל אביב, 65252",,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פנמה פיצה,"185 אבן גבירול, תל אביב-יפו",+972 3 620 0006,,https://www.panamapizza.co.il/,,pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
קפה נואר,43 אחד העם,,,http://cafnoir.rest-e.co.il/,,french,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדת שרה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
בר-קיימא,22 המשביר,+97239493322,info@barkayma.co.il,http://barkayma.co.il/,"Mo-Su 00:00-01:00,17:00-24:00; Fr,Sa 00:00-01:00,12:00-24:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
M25,"15 ברודצקי, תל אביב יפו",+972 3 934 0248,,https://m25meat.co.il/brodetzki/,Mo-Sa 12:00-23:00,burger;steak_house;kebab;grill,,,yes,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
לג'נדה,Address not available,,,,,ice_cream,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
קינג ג'ורג',"7 אבא הלל, רמת גן",+972 3 575 6060,micheldayan4@gmail.com,,Su-Sa 12:00-24:00+,,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שוקו לולו,3 ויטל חיים,+97235187970,,http://www.rest.co.il/sites/Default.asp?txtRestID=11391,"Mo-Su 00:00-01:00,09:00-24:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Gordo,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
לה-שוק,Address not available,+97236033117,,,Mo-Su 12:00-23:30,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
טוני וספה,Address not available,,,,,pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Studio Cafe,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
La Repubblica,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
בר בשר,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גלבי - אוכל ביתי,"23 Simtat HaCarmel, Tel Aviv",+972-52-409-7455,,,,,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ריבר,Address not available,,,,,asian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
עוף צלוחס,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אצה,Address not available,,,,,japanese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Porter & Sons,Address not available,,,,,,no,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Salaam Bombay,"124 אלנבי, 65818",,,,,indian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדת סתווים,"3 אחוזת בית, תל אביב, 65252",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אבושדיד,"16 לבונטין, תל אביב",+972-3-629-8822,,https://www.facebook.com/abushdid,19:00-02:30,middle_eastern,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
PokeShop,Address not available,,,,,hawaiian,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
לני'ס,"7 ויטל חיים, תל אביב-יפו",+972 3 518 6637,,https://www.lennys.co.il/,Su-Sa 17:00+,,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סלבדור,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדה בולגרית מאכלים ביתיים וגריל,5 יהודה הימית,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דוקטור שקשוקה,Address not available,+97236822842,,,Su-Th 08:00-00:00; Fr 08:00-16:00; Sa 18:30-00:00,,,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Olive,Address not available,,,,,sandwich,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Piazza Rustico,"22 קפלן אליעזר, תל אביב-יפו",+972 03-5588654,,https://www.rustico.co.il/,Su-Sa 12:00-22:00,italian,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אקיקו סושי בר,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
רק בשר,19 שלמה,,,https://www.rakbasar.co.il/,,steak_house,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
נורמה ג'ין,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Zuppa,19 אחד העם,,,https://www.zuppa.co.il/,,soup,,only,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הבית התאילנדי,"8 בוגרשוב, תל אביב",+972 3 5178568,,https://www.thai-house.co.il/,12:00 - 23:00,thai,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Night Kitchen,Address not available,,,https://nightkitchen.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
בר גוריון,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Vong,"15 Rothchild, Tel Aviv",+972-3-633-7171,,https://vong.co.il/,"Mo-Th, Su 12:00-00:30; Fr, Sa 12:00-01:30",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
DOK,"27 אבן גבירול, תל אביב-יפו",,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
בית איטלקי,"27 פינס, תל אביב-יפו",+972-3-510-0057,,http://www.italian-house.co.il/mobile/,09:00-23:30,italian,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Goldman,Address not available,+972 036822111,,https://www.goldmanc.co.il/en.php,,israeli,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
איציק הגדול,"3 דוד רזיאל, תל אביב-יפו",+972 3 6830033,,http://www.itzikhagadol.co.il/,,israeli,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Panorama,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פיאצה,99 דיזנגוף,+97235274488,,,Mo-Su 12:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Coffee Club,22 Shenkin,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מצדה,83 HaYarkon,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Puaa,8 Rabbi Yohanan,+972-3-682-3821,,https://www.rol.co.il/sites/eng/puaa,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שווארמה ראש העיר,"2 Salomon, Tel Aviv-Yafo",,,,10:00-23:00,regional,yes,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Taqueria,"28 לבונטין, Tel Aviv-Yafo",+97236005280,,https://www.taqueria.co.il/,Su-Sa 12:00-24:00,mexican,yes,no,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Russian Restaurant,6 בן יהודה,,,,,russian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
I ❤ LA MER,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Westside,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fleamarket,8 רבי יוחנן,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סינג לונג,"134 שלמה, Tel Aviv-Yafo",+97235375184,,,12:00-22:45,chinese,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
The Streets,Address not available,+972 3 5281616,,http://thestreets.co.il/streets-ibn-gbirol/,,breakfast,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
BBB,Address not available,+972-3-563-8822,,https://burgus.co.il/?item=24&section=3,,burger,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
קלארו,"30 הארבעה, תל אביב-יפו",+972-3-6017777,,https://www.clarotlv.com/,Su-Th 12:00-02:00; Fr-Sa 09:00-02:00,mediterranean,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
התאילנדית בסמטת הר סיני,1 הר סיני,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Zakaim,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,3 רבי חנינא,+97236486060,,https://onza.co.il/,Su-Th 18:00-00:00; Fr-Sa 12:00-00:00,oriental,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Yoko Sushi Bar,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדת סיסי/אחים עוזרי,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,"7 ריב""ל",+97236887737,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מינה טומיי,"17 הארבעה, תל אביב-יפו",,,,Su-Sa 12:00-00:00,asian,no,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אנסטסיה,"42 פרישמן, 6439505",+972 3-6540301,,,Su-Th 09:30-00:00; Fr 09:30-16:30,local,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Donkey Fresh Mex,"10 הרצל, תל אביב",,,,11:30-23:30,mexican,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,23 Rotschild Ave,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מיזנון,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
רביבה וסיליה,"10 ניסים אלוני, תל אביב",+97235466090,,http://www.revivaandcelia.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kitchen by Greg,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
קפה ז'ולי,Address not available,,,,,,yes,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דובנוב,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Saffe,"3 בית הבד, תל אביב-יפו",+972 3 913 4414,,,Su-Fr 12:00-01:00; Sa 13:00-18:00,syrian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אמריקה בורגר,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Saluf and Sons,"80 נחלת בנימין, תל אביב-יפו",+972 3 522 1344,Salufandsons@gmail.com,https://salufandsons.co.il,Su-Th 11:00-17:00; Fr 09:00-16:00,yemenite,,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,94 בן יהודה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אינדירה,Address not available,,,,,indian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סושי האוס,Address not available,,,,,sushi,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הרצל 16,"16 הרצל, תל אביב-יפו",+972-3-554-4300,,https://www.herzl16.co.il/,Su-Th 08:00-00:00; Fr 09:00-17:00; Sa 09:00-00:00,,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,182 בן יהודה,+97235221224,,https://www.shila-rest.co.il/,Mo-Su 12:30-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Suzannah,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
בית הפנקייק המקורי,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Casino San Remo,2 נחמה,+972515531835,,https://www.casinosanremo.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fu Sushi,302 דיזנגוף,,,,,japanese,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Shishko,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מונאר,"68 Nahalat Binyamin, Tel Aviv",+972-3-917-1229,,,,indian,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,5 מנדלי מוכר ספרים,,info@mashya.co.il,https://www.mashya.co.il/contact-us/,,mediterranean;fish;breakfast;diner;local,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דיליקטיסן,Address not available,,,,Su-Th 07:30-08:00,regional,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
26 hamburger gourmet,"26 Mikve Israel St, Tel Aviv-Yafo",+97236005109,,https://www.hamburgergourmet26.com,Su-Sa 12:00-00:00,burger,yes,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Super Pizza,"19 Levontin St, Tel Aviv-Yafo",,,,,pizza,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אזורה,"1 Mikve Israel St, Tel Aviv-Yafo",+97235015050,,,Su-Th 09:00-17:00; Fr 11:00-16:00,turkish,yes,yes,no,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pizza People,"92 מסילת ישרים, Tel Aviv-Yafo",+97239090337,,https://www.pizzapeople.co.il,Su-Th 12:00-00:00;,pizza,yes,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Mike's Place,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
יום טוב,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Saint George,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pizzaron,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
חוות צוק,5 משה פרלוק,0775155905,,https://www.zuk-farm.co.il/,Su-Fr 08:00-23:00; Sa 09:30-16:00,steak_house;burger;grill;chicken,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Beccafico,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
השובך,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Sumesa,"1 זאב ז'בוטינסקי, רמת גן",+972 037 526 222,,https://sumesa.co.il/,,mediterranean,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Oasis,"17 מונטיפיורי, תל אביב-יפו",+972 3 620 6022,,https://www.oasistlv.co.il/,Tu-Fr 19:00-24:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,1 נירים,039463438,,,,steak_house;seafood,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
צלילי האש,"100 זאב ז'בוטינסקי, בני ברק",+972 50 600 9797,soundfire770@gmail.com,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Bergers,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Balinjera,"4 מל""ן",,,,Su-Th 12:00-23:00; Fr 11:00-17:00; Sa 09:15-23:30,ethiopian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גומבה,"94 יגאל אלון, תל אביב",+972 3 973 9954‬,,https://goomba.co.il/tel-aviv/,Su-Sa 12:00-23:00,italian,,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שניצל קומפני,"94 יגאל אלון, תל אביב",+972 3 622 2291,,https://www.scompany.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Hungarian Blintzes,Address not available,,,https://hungarianblintzes.rest.co.il/en,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פרוזדור,"6 מנדלי מוכר ספרים, תל אביב-יפו",+972 3-523-3223,,https://www.prozdor.co.il/,Mo-Su 12:00-00:00,burger,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סוסו ובניו,"166 דיזנגוף, Tel Aviv",,info@susu.co.il,https://susu.co.il/,Su-Sa 12:00+,burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הדיינר,"14 אבן גבירול, תל אביב",+972 3 691 1603,,https://thediner.co.il/,Su-We 12:00-00:30; Th 12:00-01:30; Fr 11:45-01:30; Sa 11:45-00:30,burger;seafood;steak_house,yes,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Par Derriere,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Jonas Jaffa Restaurant,Address not available,,,,,arab;asian;local;oriental;kebab;barbecue,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Little Tel-Aviv Hostel,51 יהודה הלוי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
kandinof,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Ha,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Ramesses,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
חומוס חסון,Address not available,,,,,middle_eastern,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Bretonne,"22 שדרות וושינגטון, תל אביב-יפו",+972 3 919 9773,,https://bretonne.co.il/,Sa-Th 09:00-00:00; Fr 09:00-18:00,crepe,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Italkiya,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Bocca Bocca,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Polly,60 רוטשילד,,,,,italian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Shaffa,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,163 בן יהודה,,,,,fish,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גוציה,171 דיזנגוף,+972 3-522-2886,,http://goocha.co.il,"Sa-We 12:00-23:00; Th,Fr 12:00-00:00",fish,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מגנדה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שניצל קומפני,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הפרופסור,Address not available,,,,,,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Mexicana,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Joz Ve Loz,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,1 צידון,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
TORII,62 כצנלסון,+97236204777,,https://torii.co.il/%d7%98%d7%95%d7%a8%d7%99-%d7%92%d7%91%d7%a2%d7%aa%d7%99%d7%99%d7%9d/,Su-Sa 12:00-24:00,asian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Mezcalito,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
טוני ואסתר,Address not available,,,,,,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,Tel Aviv,,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדה הסינית,44 אלנבי,,,,,chinese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Wok Republic,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Cicchetti,Address not available,,,,,italian;mediterranean,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ARIA,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Isla Cafe,27 מונטיפיורי,,,,,coffee_shop;bakery;sandwich,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Milgo Milbar,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fleishman,12 הרצל,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fishermen’s Restaurant,Address not available,,,,,seafood,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Бухара,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Cuckoo's nest,2 נועם,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הטרקלין,"4 היכל התלמוד, תל אביב-יפו",+972 3 566 0013,,https://hatraklin.co.il/,,steak_house,,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fat Cow,"265 דיזנגוף, Tel Aviv, IL",+972 3 773 2591,,https://www.fatcow.co.il,Su-Sa 12:00-24:00,burger,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Abu Zaki,Address not available,,,,,arab,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Meshek Barzilay,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אלתרנתיב,"10 דובנוב, תל אביב-יפו",+972 3-695-0567,,http://alter-native.co.il,Su-Th 07:30-24:00; Fr 07:00-15:30; Sa 20:00-24:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Mommy׳s Place,"10 בני ברק, תל אביב-יפו",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Yaffa Knafeh,24 עולי ציון,97239702051,,https://yaffaknafeh.com/,,mediterranean;dessert,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,137 אבן גבירול,035446076,,,,italian;italian_pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Nagisa Sushi,Address not available,,,,,sushi,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Benedict,"3 אלוף קלמן מגן, תל אביב-יפו",03-5107507,,https://www.benedict.co.il,Su-Sa 8:00-00:00,breakfast,yes,yes,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Taizu,"23 מנחם בגין, תל אביב-יפו",+972 035225005,,https://www.taizu.co.il,,asian,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kalamata,Address not available,+972 3-681-9998,,,,,yes,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Deda,"113 כצנלסון, גבעתיים",1-700-700-165,,https://www.deda.co.il/,,georgian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Deda,"14 שלום עליכם, תל אביב-יפו",1-700-700-165,,https://www.deda.co.il/,,georgian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
טומטומאטו,Address not available,,,,,pasta,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דומיניק,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
נמש,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מבאלי,Address not available,,,,,malabi;mediterranean;dessert,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Nonno Angelo,"147 בן יהודה, תל אביב",+972 3 652 3635,,https://www.nonnoangelo.co.il/,Su-Th 12:00-23:30,pizza,,,,,"Cash, Credit Cards",OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Ze Sushi Basel,14 אשתורי הפרחי,1-700-708-989,,https://zesushi.co.il,,japanese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
