name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
LU coffee,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
גרציאני,"123 יהודה הלוי, תל אביב-יפו",,,,,,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Bread Station,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Mochikva,89 בן יהודה,+972539314321,,https://www.mochikva.com,Su-Th 12:00-21:00; Fr 11:00-15:30,bubble_tea,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Caffe Tamati,12 הכרמל,,,https://caffe-tamati.co.il/,Su-Th 06:30-17:00; Fr 06:30-16:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Ilan's,7 מנחם בגין,,,https://www.ilans.co.il/,Su-Th 07:30-17:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Liati,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Fika,Address not available,+972 3 522 9505,,https://www.fika.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לחם ארז,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
בית לחם,"20 ויצמן, תל אביב-יפו",,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
מיצלי,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ליאלי זמאן,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,"14 ויצמן, תל אביב-יפו",+972 54 803 5009,,https://www.aroma.co.il/store/%d7%95%d7%99%d7%a6%d7%9e%d7%9f-%d7%a1%d7%99%d7%98%d7%99-%d7%90%d7%99%d7%9b%d7%99%d7%9c%d7%95%d7%91/,Su-Th 06:30-22:00; Fr 06:30-16:30,coffee_shop,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
המעגל,Address not available,,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Orby Cafe,"5 מעון, תל אביב-יפו",,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
בית קפה תיאטרון יפו,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Chablis,Address not available,,,,,,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Amita Pastry House at Bialik,"27 ביאליק, תל אביב-יפו",,,https://www.amitabakery.co.il,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Gana Square,Address not available,,,,"Mo-Th, Su 07:00-20:00; Fr 07:00-17:00",,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Kooper Pako,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Frenchy,"54 שינקין, תל אביב-יפו",,,,,,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Eats Cafeteria,"20 שינקין, Aviv-Yafo",,,https://www.eatscafeteria.com,,coffee_shop,yes,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Greenkitchen,88 החשמונאים,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,"56 העבודה, 65476",0545474258,Stevie8998s@gmail.com,https://website.com,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Arcaffe,תל אביב-יפו,,,,,coffee_shop,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
La maison,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
mae,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Europa Kiosk,תל אביב-יפו,,,,"Su, Fr 08:00-16:00; Mo-Th, Sa 08:00-21:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Nabi Yuna,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
פרנקל קפה,"6 הרב יצחק ידידיה פרנקל, תל אביב-יפו",,,,Sa-Th 08:00-19:00; Fr 08:00-18:30,,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Joe&Go,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Kiosko,"31 הרב יצחק ידידיה פרנקל, תל אביב-יפו",,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Tom's Coffee,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
בית רדיקל,תל אביב,,,,"Mo-Th, Su 09:00-17:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה ברלין,"45 נחלת בנימין, תל אביב-יפו",,,,Su-Sa 19:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
איש האתרוגים,Address not available,+972 3 691 1451,,https://www.etrogman.com/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה אלחנן,"45 לוינסקי, תל אביב-יפו",,,,Su-Fr 07:30-18:00,,no,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
אלוף בצלות,תל אביב-יפו,,,,,,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה עוטף,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה טוב,"2 הרב יצחק ידידיה פרנקל, תל אביב-יפו",+972 72 393 7738,,https://cafetov.org.il/,SU-Th 08:30-16:00; Fr 08:00-13:00,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לחמנינה,4 מרמורק,,,https://lachmanina.co.il/,"Mo-Th, Su 07:30-20:30; Fr 07:00-17:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Teawei,21 בוגרשוב,,,,,bubble_tea,,,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"32.0852997, 34.7818064",cafe,
NOLA American Bakery,"197 דיזנגוף, תל אביב",+972 3 523 0527,nola.american.bakery@gmail.com,https://www.nola-b.co.il/,Su-Sa 07:00-16:00,bagel;pancake;salad,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קשת,"36 רענן, תל אביב-יפו",,,,Su-Th 08:00-16:00; Fr 08:00-15:00; Sa 09:00-15:00,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe 88,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה Blue,"3 נמל יפו, תל־אביב–יפו",,,,"Su-We, Sa 08:00-18:00; Th 08:00-22:00; Fr 08:00-16:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Babette,"8 חפץ חיים, תל אביב-יפו",,,,,waffle,no,,yes,no,Cash,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,"94 יגאל אלון, תל אביב",+972 50 842 4555,,https://www.aroma.co.il/store/%D7%9E%D7%92%D7%93%D7%9C%D7%99-%D7%90%D7%9C%D7%95%D7%9F-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,Su-Th 06:00-18:00; Fr 07:00-13:00,coffee_shop,,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה פיורי,תל אביב-יפו,,,https://www.cafefiori.co.il/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
דדה,"16 אוריאל אקוסטה, תל אביב-יפו",+972 54 991 0145,,,"Su-Fr 08:00-02:00, Sa 10:00-02:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Breadcafe,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Thomas Cafe,"33 פלורנטין, תל אביב-יפו",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה אווה,131 אבן גבירול,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה בית,"43 הרב יצחק ידידיה פרנקל, תל אביב-יפו",,,,Sa-Th 08:00-19:30; Fr 08:00-16:00,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
P.O.C Cafe,"48 כפר גלעדי, תל אביב-יפו",,,,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
LA PANE,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
פעמיים קפה,"18 רמב""ם, תל אביב-יפו",,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
CUPS,"59 יהודה הלוי, תל אביב-יפו",,,,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה דיזנגוף,"190 דיזנגוף, תל אביב",+972 3 629 2408,,https://www.cafe-dizengoff.com/,Su-Sa 08:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Kirsh Cafe,"189 דיזנגוף, תל אביב",,,,Su-Th 07:00-23:00; Fr 07:00+,breakfast,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Monti,"41 מונטיפיורי, תל אביב-יפו",+972 3 524 5550,,,,sandwich,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Benedict Picnic Park,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
בית קפה המכלת,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
