name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
El Borrego De Oro Restaurant,"2403 Whittier Boulevard, Los Angeles, CA, 90023",+1 323-780-4213,,http://borregodeoro.com,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Simone,"447 South Hewitt Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Border Grill,"445 Figueroa Street, Los Angeles",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bestia,"2121 East 7th Place, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
ediBOL,"300 South Santa Fe Avenue, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Eat Drink Americano,"923 East 3rd Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
INKO NITO - Downtown,"225 South Garey Street, Los Angeles, CA, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Manuela,"907 South Garey Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
BRERA Ristorante,"1331 East 6th Street, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Poppy + Rose,"765 Wall Street, Los Angeles, CA, 90014",+1 213-995-7799,,https://www.poppyandrose.com,09:00-15:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Le Grand,"707 South Grand Avenue, Los Angeles, CA, 90017",,,,Mo-Th 17:00-22:00; Fr 17:00-23:00; Sa 11:00-23:00; Su 11:00-22:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Zinque,"939 South Broadway, Los Angeles, CA, 90015",,,,,french,yes,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
WP24 by Wolfgang Puck,"900 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tocaya Organica,"801 South Olive Street, Los Angeles, CA, 90014",(213) 262-1805,,https://www.tocaya.com/,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Duello,"449 South Hewitt Street, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Manufactory,"757 South Alameda Street, Los Angeles, CA, 90021, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Broken Spanish,"1050 South Flower Street, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Water Grill,"544 South Grand Avenue, Los Angeles, CA, 90071",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Exchange,"416 West 8th Street, Los Angeles, CA, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Orsa & Winston,"122 West 4th Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Dune Downtown,"199 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Faith & Flower,"705 West 9th Street, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The House of Machines,"2028 East 7th Street, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Spirit Guild,"586 Mateo Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Blu Jam Cafe,"541 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Orochon Ramen,"123 Astronaut Ellison S Onizuka Street, Los Angeles, CA, 90012",+1 213-617-1766,,https://www.orochonramenla.com/,Su-Th 11:30-22:30; Fr-Sa 11:30-23:00,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Marugame Monzo,"329 East 1st Street, Los Angeles, CA, 90012",,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Silverlake Ramen,"615 South Spring Street, Los Angeles, CA, 90014, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Guerrilla Tacos,"2000 East 7th Street, Los Angeles, CA, 90021",+1 213-375-3300,,http://www.guerrillatacos.com/,"Mo-Th,Su 12:00-21:00; Fr-Sa 12:00-22:00",,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tony's Saloon,"2017 East 7th Street, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
BROKEN MOUTH,"231 East 9th Street, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Burrow,"821 South Flower Street, Los Angeles, CA, 90017",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Little Sister,"523 West 7th Street, Los Angeles, CA, 90017",,,,,vietnamese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Guisados,"541 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Prank,"1100 South Hope Street, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Upstairs at Ace Hotel,"929 South Broadway, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Stocking Frame,"911 South Hill Street, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Unknown,"510 South Broadway, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Varnish,"118 East 6th Street, Los Angeles, CA, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Le Petit Paris,"418 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bunker Hill Bar and Grill,"601 West 5th Street, Los Angeles, CA, 90071",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bar and Kitchen,"819 South Flower Street, Los Angeles, CA, 90017",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bonaventure Brewing Company,"404 Figueroa Street, Los Angeles, CA, 90071",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Wolves,"519 South Spring Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mikkeller Room,"330 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Modern Times Dankness Dojo,"832 Olive Street, Los Angeles, CA, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Las Perlas,"107 East 6th Street, Los Angeles, CA, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
sixth+mill pizzeria and bar,"1335 East 6th Street, Los Angeles, CA, 90021, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sushi Gen,"422 East 2nd Street, Los Angeles, CA, 90012, US",+1 213-617-0552,,http://www.sushigen-dtla.com/,"Tu-Fr 11:00-14:00, 17:00-22:30;Sa 16:00-22:30",japanese;sushi,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Prime Pizza,"141 Central Avenue, Los Angeles, CA, 90012, US",,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Little Bear,"1855 Industrial Street, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Ramen Tatsunoya,"3440 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-522-6639,,https://www.tatsunoya.net/,"Mo-Fr 12:00-15:00,18:00-22:00; Sa-Su 12:00-23:00",japanese;ramen,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Church & State,"1850 Industrial Street, Los Angeles, CA, 90021",+1 (213) 405-1434,,,,french,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yangban Society,"712 South Santa Fe Avenue, Los Angeles, CA, 90021",,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Wax Paper,Address not available,,,,,sandwich,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Takami Sushi & Robata,"811 Wilshire Boulevard, Los Angeles, CA, 90017",+1-213-236-9600,,https://www.takamisushi.com/,,japanese;sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tsubaki,1356 Allison Avenue,+1 213-900-4900,mailto:hello@tsubakila.com,https://tsubakila.com/,Mo-Sa 17:00-22:00; Su 05:00-21:00,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Homeboy Diner,"200 North Spring Street, Los Angeles, CA, 90012",(213) 542-6190,info@homeboyindustries.org,https://homeboyindustries.org/,Mo-Fr 07:00-15:30,american,,yes,,yes,Contactless,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Majordomo,"1725 Naud Street, Los Angeles, CA, 90012",+1-323-545-4880,,https://www.majordomo.la,,american;new_american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
First Draft Taproom & Kitchen,"1230 South Olive Street, Los Angeles, CA, 90015",+1-213-536-5267,,https://www.firstdraft.beer,,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Joey,700 West 7th Street,,,https://joeyrestaurants.com/location/joey-dtla,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Shabuya,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Market Place Deli & Restaurant,1102 Lawrence Street,,,,,deli,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
(abeautifullife) Jamaican,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Amar Desh Indian Restaurant,Address not available,,,,,indian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
9th St Ramen,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Amante Pizza & Pasta,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Asian Box,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bao Hiroo,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bar Avalon,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Backyard Bowls,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bacari W Adam?,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Burro's Breakfast Burritos,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Big Mama's & Papa's Pizzeria,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Amazebowls,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
BurgerMan,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cena Vegan,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cosa Buona,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Doubting Thomas,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
DTLA Ramen,Address not available,,,,,ramen,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Caserio,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Funculo,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Flore Vegan,2943 Sunset Boulevard,+1 323-953-0611,,http://www.florevegan.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Ganchic,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Gra,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hachioji Ramen,US,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hatch Yakitori,Address not available,,,,,yakitori;japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Harbor House,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hill Street Bar & Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Otomisan Japanese Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Today Starts Here,"935 Mei Ling Way, Los Angeles, CA, 90012",,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Âu Lạc,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Patina,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Upstage Burger,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kendall's Brasserie,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Grand Café,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Noe Restaurant & Bar,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Noe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Planet,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Los Amigos Taqueria y,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Primo Taco Truck,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Gus's Drive-In,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
T.G. Express,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Burrito Panzon,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
RTR Express,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
HiFi Kitchen,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pupuseria Menchita,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
All Day Baby,"3200 West Sunset Boulevard, 90026",+1 323-741-0082,mailto:hey@alldaybabyla.com,https://www.alldaybabyla.com/,Mo-Fr 09:00-16:00; Sa-Su 08:00-16:00,american;burger;breakfast;bakery,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rodeo Mexican Grill,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
LA Prime,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Lakeview Bistro,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Smeraldi’s Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Redwood Bar and Grill,"316 West 2nd Street, Los Angeles, CA, 90012",+1-213-680-2600,info@theredwoodbar.com,http://theredwoodbar.com/,Mo-Su 11:00-02:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Be U - Vietnamese Street Food & Comfort Food,"557 Hoover Street, Los Angeles, CA, 90004",,,,,vietnamese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Noypiz Bar and Grill,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,filipino,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Smile Hot Dog,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Uji Time,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Utsuwa No Yakata,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pho Shop,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Manna Korean BBQ,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sushi Go 55,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Izakaya Bizan,"333 South Alameda Street, Los Angeles, CA, 90013",,,https://www.izakayabizan.com/,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hana lchimonme,"333 South Alameda Street, Los Angeles, CA, 90013",,,https://www.hanaichimonmeusa.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tsurumaru Udon,"333 South Alameda Street, Los Angeles, CA, 90013",,,https://tsurumaruudon.com/,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Oh My Poki,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,hawaiian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Mermaid,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Men Oh Tokushima Ramen,Address not available,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
DISTRICT,700 West 7th Street,,,https://www.districtdtla.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Unknown,700 South Flower Street,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Spitz - Little Tokyo,"371 East 2nd Street, Los Angeles, CA, 90012",213-613-0101,,https://spitz-restaurant.com/,Su-Th 11:00-23:00; Fr-Sa 11:00-01:00,mediterranean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chinchikurin,Address not available,,,,"We,Th,Su,Mo 11:30-21:00; Fr,Sa 11:30-22:00",japanese;okonomiyaki,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Won Kok Restaurant,210 Alpine Street,+1 213-613-0700,,,,,,,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chinese Street Food,Address not available,,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
My Thai Kitchen,"3407 W 6th St, Los Angeles, CA, 90020",+1-213-738-8849,,https://www.mythailosangeles.com,Tu-Su 11:00-21:30,thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Proper Pizza and Pasta,Address not available,,,,,pizza;italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Verado Bakery,Address not available,,,,,bakery,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Boba Time,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pearl River Deli,"935 Mei Ling Way, Los Angeles, CA, 90012",+12133311696,,https://pearlriverdeli.com/,We-Sa 17:00-21:00,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
San Salvador Restaurant,"1828 South Vermont Avenue, Los Angeles, CA, 90006",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Park's BBQ,"955 South Vermont Avenue, Los Angeles, CA, 90006",+12133801717,,https://www.parksbbq.com/,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Quarter Sheets Pizza,"1305 Portia Street, 90026",+1 424-543-4970,,,"Th 17:00-21:00; Fr, Sa 12:00-15:00, 17:00-20:00; Su 12:00-18:00",pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
L & E Oyster Bar,"1637 Silver Lake Boulevard, Los Angeles, CA, 90026",+13236602255,,https://leoysterbar.com,Mo-Su 17:00-22:00,seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pine and Crane DTLA,1120 South Grand Avenue,(213) 536-5292,,https://www.pineandcrane.com/dtla,,taiwanese,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
California Kabob Kitchen,Address not available,,,,,kebab,no,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Ondal seafood,Address not available,+1 213 382 8844,,https://www.ondalseafood.com/,,korean;seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Monty's Good Burger,"1533 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-915-0257,,https://montysgoodburger.com/locations/echo-park-los-angeles,Su-We 11:00-23:00; Th-Sa 11:00-00:00,burger,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Azay,"226 East 1st Street, Los Angeles, CA, 90012",2136283431,,https://www.azaylittletokyo.com/,"Tu- Fr 11:00-13:30; Sa-Su 9:00-13:30; Th-Sa, 17:30-21:30",japanese;french,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Roll Spot,Address not available,,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bak's Kitchen,Address not available,,,http://bakskitchen.com,,asian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Oomasa,Address not available,,,,"We,Th,Su,Mo 11:30-21:00; Fr,Sa 11:30-22:00",japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
TOT Little Tokyo,Address not available,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kouraku,Address not available,,,,"Su-Th 11:30-24:00, Fr,Sa 11:30-02:00",japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Korea BBQ House,Address not available,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rice and Nori,Address not available,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kushi Shabu,Address not available,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mastro's,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rockbird,"2213 Sunset Boulevard, 90026",3235226322,,https://www.rockbirdla.com/,We-Su 11:00-20:45,chicken,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Amboy Quality Meats & Delicious Burgers,"727 North Broadway, Los Angeles, CA, 90012",2139358188,orders@amboyqualitymeatsanddeliciousburgers.com,https://amboyqualitymeatsanddeliciousburgers.com/,Tu-Su 09:00-15:00,burger,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Daybird,"240 North Virgil Avenue, 90004",,,https://www.daybirdla.com,We-Su 12:00-18:30,chicken;sandwich,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Inka Wasi,Address not available,,,,,peruvian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
HH Brazilian Steakhouse,Address not available,,,,,steak_house;brazilian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Gyu-Kaku,Address not available,,,,"Su-Th 11:30-22:30, Fr,Sa 11:30-02:00",japanese;barbecue,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pizza Italia,Address not available,,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Corleone Pizza,Address not available,,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mikaza,Address not available,,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mrs. Fish,Address not available,,,,"Tu-Th 17:00-23:00, Fr 17:00-24:00, Sa 16:00-24:00",sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Authentica Comida Mexicana,"433 South Los Angeles Street, 90013",,,,Mo-Su 08:00-16:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Botanica Restaurant & Market,"1620 Silver Lake Boulevard, Los Angeles, CA, 90026",+1-323-522-6106,hello@botanicarestaurant.com,https://botanicarestaurant.com,,,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,grocery
Intercrew,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Truly LA,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tenno,Address not available,,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sushi Gala,Address not available,,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Katsuya,Address not available,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sol Agave,800 West Olympic Boulevard,+1 213-536-5287,,https://www.solagave.com/los-angeles,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:00,mexican,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fleming's,Address not available,,,,,steak_house,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fixins Soul Kitchen,Address not available,,,,,american;southern,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Savoca,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sakana Sushi,"898 South Olive Street, 90015",,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Boil Daddy,"1225 East Washington Boulevard, Los Angeles",,,,,seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Golden Tree,Address not available,,,,"Mo-Fr 11:00-15:00,17:00-24:00, Sa,Su 11:00-24:00",chinese,,,,yes,"Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Angel's Tacos,Address not available,,,,"Su, Tu-Th 16:30-00:00; Fr-Sa 16:30-01:00",mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pizzeria Bianca,Address not available,,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rappahannock Oyster Bar,Address not available,,,,,seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Simply Salad,Address not available,,,,,salad,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mitsury Sushi & Grill,Address not available,,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
April 90 Something,"2703 Sunset Boulevard, 90026",+1 213-483-2105,,https://april90something.com/,Mo 17:00-22:00; Tu-Su 12:00-22:00,thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pijja Palace,2711 West Sunset Boulevard,,,https://www.pijjapalace.com/,"Mo-Tu off; We-Th,Su 17:00-21:30; Fr-Sa 17:00-22:30",pizza;indian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
De Buena Planta,"2815 W Sunset Blvd, 90026",+1 323-426-9023,,https://www.debuenaplanta.us/,"Mo-Th,Su 16:00-24:00; Fr-Sa 16:00-02:00",mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Same Same Thai,2835 W Sunset Blvd,+1 213-273-8424,mailto:hello@samesamethai.com,https://www.samesamethai.com/,17:00-22:00,thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
